City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
328,brezina,33.0989,1.2608,23.660000000000025,47,69,1.45,DZ,1726525039
329,santarem,-2.4431,-54.7083,32.07000000000005,66,0,3.6,BR,1726525040
330,fuding,27.3273,120.214,25.430000000000007,98,98,0.88,CN,1726525041
331,springbok,-29.6643,17.8865,11.300000000000011,63,0,2.1,ZA,1726525042
332,kaspiyskiy,45.3929,47.3707,21.360000000000014,61,88,10.32,RU,1726525043
333,svetlyy,54.675,20.1347,17.210000000000036,58,41,3.61,RU,1726525044
334,sal rei,16.1833,-22.9167,25.82000000000005,80,100,4.88,CV,1726525046
335,nova vicosa,-17.8919,-39.3719,24.04000000000002,79,32,5.68,BR,1726525047
336,jaszkiser,47.45,20.2167,8.890000000000043,95,0,2.8,HU,1726525048
337,boyolangu,-8.1181,111.8935,21.5,91,76,1.25,ID,1726525049
338,smara,26.7384,-11.6719,24.840000000000032,47,100,5.18,EH,1726525052
339,tshabong,-26.05,22.45,18.640000000000043,20,90,1.64,BW,1726525053
340,nichlaul,27.3167,83.7333,25.610000000000014,88,99,1.37,IN,1726525055
341,midvagur,62.0511,-7.1939,11.460000000000036,100,100,7.2,FO,1726525056
342,miranda,3.2499,-76.2281,30.140000000000043,48,29,2.56,CO,1726525057
343,coquimbo,-29.9533,-71.3436,13.850000000000023,84,75,4.12,CL,1726525058
344,flying fish cove,-10.4217,105.6791,23.82000000000005,88,40,3.09,CX,1726525059
345,jutai,-5.1833,-68.9,35.81,31,77,0.91,BR,1726525060
346,devils lake,48.1128,-98.8651,25.99000000000001,65,40,2.06,US,1726525061
347,cooper's town,26.8667,-77.5167,29.590000000000032,74,66,2.92,BS,1726525062
348,sokoni,-6.4333,39.55,24.870000000000005,79,8,6.02,TZ,1726525063
349,kayenta,36.7278,-110.2546,25.900000000000034,25,22,13.08,US,1726525065
350,pont rouge,48.8833,-72.0825,23.950000000000045,60,42,3.46,CA,1726525066
351,oriximina,-1.7656,-55.8661,32.150000000000034,34,0,1.23,BR,1726525067
352,itoman,26.1247,127.6694,29.010000000000048,79,40,5.66,JP,1726525068
353,sibiti,-3.6819,13.3499,23.379999999999995,74,98,1.96,CG,1726525069
354,west richland,46.3043,-119.3614,25.420000000000016,35,0,2.06,US,1726524918
355,karratha,-20.7377,116.8463,21.760000000000048,32,0,5.31,AU,1726525071
356,as samawah,31.332,45.2944,33.170000000000016,23,0,4.82,IQ,1726525072
357,sur,22.5667,59.5289,28.660000000000025,62,3,3.75,OM,1726525073
358,presidencia de la plaza,-27.0015,-59.8424,20.710000000000036,36,0,2.83,AR,1726525074
359,xining,36.6167,101.7667,14.310000000000002,86,100,0.43,CN,1726525076
360,djibo,14.1022,-1.6306,28.430000000000007,67,55,4.67,BF,1726525077
361,port blair,11.6667,92.75,26.02000000000004,100,100,4.63,IN,1726525078
362,beau vallon,-20.4189,57.6953,22.129999999999995,68,40,5.66,MU,1726525079
363,kill devil hills,36.0307,-75.676,24.010000000000048,87,100,6.17,US,1726525080
364,ataq,14.5377,46.8319,25.120000000000005,66,88,3.3,YE,1726525081
365,carnarvon,-24.8667,113.6333,20.120000000000005,37,0,7.61,AU,1726524859
366,faya-largeau,17.9257,19.1043,35.120000000000005,27,4,3.35,TD,1726525083
367,medina,24.4686,39.6142,34.24000000000001,15,0,1.03,SA,1726525084
368,arang,21.2,81.9667,23.560000000000002,91,100,5.02,IN,1726525085
369,happy valley-goose bay,53.3168,-60.3315,20.170000000000016,73,40,4.63,CA,1726525087
370,santa ana de yacuma,-13.75,-65.4333,27.970000000000027,47,40,0.0,BO,1726525088
371,grand falls-windsor,48.9332,-55.6649,21.950000000000045,71,79,6.16,CA,1726525089
372,hithadhoo,-0.6,73.0833,28.840000000000032,75,100,5.21,MV,1726525090
373,manuguru,17.981,80.7547,23.310000000000002,91,100,1.91,IN,1726525091
374,kone,-21.0595,164.8658,22.75,45,68,5.41,NC,1726525092
375,naze,28.3667,129.4833,26.510000000000048,85,46,7.64,JP,1726525093
376,torghay,49.6339,63.4981,9.350000000000023,45,0,9.31,KZ,1726525095
377,elliot,-31.3333,27.85,9.650000000000034,87,100,1.99,ZA,1726525097
378,emerald,-23.5333,148.1667,15.75,36,100,6.1,AU,1726525098
379,soio,-6.1349,12.3689,22.879999999999995,88,11,2.84,AO,1726524875
380,bandon,51.7469,-8.7425,13.770000000000039,93,17,1.65,IE,1726525100
381,sodankyla,67.4167,26.6,9.450000000000045,81,100,3.61,FI,1726525101
382,kaiyuan,23.6977,103.3037,20.24000000000001,95,82,1.74,CN,1726525102
383,bad neuenahr-ahrweiler,50.55,7.1,16.760000000000048,87,98,2.21,DE,1726525103
384,quellon,-43.1167,-73.6167,8.970000000000027,78,100,0.3,CL,1726525104
385,stephenville,32.2207,-98.2023,32.920000000000016,51,40,3.6,US,1726525105
386,merizo village,13.2658,144.6691,25.32000000000005,95,100,5.09,GU,1726525106
387,gaspra,44.4333,34.1,17.710000000000036,82,29,0.14,UA,1726525109
388,lazaro cardenas,17.9583,-102.2,30.32000000000005,72,62,3.6,MX,1726525110
389,lockwood,45.8191,-108.4149,27.450000000000045,29,75,5.14,US,1726525111
390,gazojak,41.1875,61.4036,19.49000000000001,26,1,2.94,TM,1726525112
391,gorontalo,0.5412,123.0595,23.480000000000018,90,99,1.5,ID,1726525113
392,cole harbour,44.6724,-63.4751,21.650000000000034,76,3,5.66,CA,1726525114
393,ad dabbah,18.05,30.95,34.25,16,3,4.32,SD,1726525115
394,nadym,65.5333,72.5167,11.830000000000041,87,99,2.98,RU,1726525118
395,boca do acre,-8.7522,-67.3978,35.05000000000001,26,15,1.12,BR,1726525119
396,alotau,-10.3069,150.4462,23.920000000000016,98,100,1.97,PG,1726525120
397,opuwo,-18.0607,13.84,19.180000000000007,17,3,2.32,NA,1726525121
398,lodeynoye pole,60.726,33.5531,16.090000000000032,82,87,0.16,RU,1726525122
399,yuzhno-kurilsk,44.0306,145.8556,15.960000000000036,86,100,5.3,RU,1726525123
400,gracemere,-23.4333,150.45,19.650000000000034,63,99,2.57,AU,1726525124
401,sirre,8.3167,39.4833,17.25,73,94,2.87,ET,1726525125
402,kulhudhuffushi,6.6221,73.07,28.02000000000004,77,51,6.48,MV,1726525126
403,igarka,67.4667,86.5833,3.3600000000000136,95,94,3.91,RU,1726525128
404,colares,38.7992,-9.4469,27.55000000000001,10,25,5.69,PT,1726524942
405,nairn,57.5809,-3.8797,13.920000000000016,76,93,4.12,GB,1726525130
406,kantunilkin,21.0917,-87.45,31.640000000000043,64,91,2.04,MX,1726525131
407,fisterra,42.9049,-9.2629,19.52000000000004,55,56,8.14,ES,1726525132
408,kismayo,-0.3582,42.5454,25.010000000000048,86,22,6.54,SO,1726525133
409,taroudant,30.4703,-8.877,19.25,80,0,0.72,MA,1726525134
410,sao miguel,-5.4667,-35.3667,24.200000000000045,79,3,7.65,BR,1726525135
411,lompoc,34.6391,-120.4579,20.850000000000023,58,75,7.2,US,1726524834
412,el granada,37.5027,-122.4694,19.55000000000001,74,100,3.09,US,1726525138
413,sao felix do xingu,-6.6447,-51.995,31.100000000000023,25,0,1.4,BR,1726525139
414,naama,33.2667,-0.3167,19.660000000000025,60,73,5.32,DZ,1726525140
415,dien bien phu,21.3833,103.0167,21.58000000000004,99,44,1.12,VN,1726525141
416,taltal,-25.4,-70.4833,15.480000000000018,79,48,1.74,CL,1726525142
417,xiva,41.3783,60.3639,16.970000000000027,36,7,4.65,UZ,1726525143
418,tan-tan,28.438,-11.1032,20.160000000000025,77,99,3.45,MA,1726525144
419,castro,-24.7911,-50.0119,12.53000000000003,96,100,2.71,BR,1726525145
420,tolanaro,-25.0319,46.9987,19.04000000000002,94,0,0.0,MG,1726525146
421,south hedland,-20.4089,118.5983,22.960000000000036,25,0,5.66,AU,1726525148
422,geraldton,-28.7667,114.6,12.230000000000018,58,0,5.14,AU,1726524915
423,vadso,70.0744,29.7487,11.090000000000032,71,100,1.54,NO,1726525150
424,badger,64.8,-147.5333,8.32000000000005,88,75,4.12,US,1726525151
425,bamboo flat,11.7,92.7167,26.05000000000001,100,100,4.63,IN,1726525152
426,hadibu,12.65,54.0333,25.430000000000007,79,27,6.4,YE,1726525153
427,trunovskoye,45.4878,42.1358,18.850000000000023,39,100,8.96,RU,1726525154
428,lata,40.1629,-8.3327,19.720000000000027,47,1,1.78,PT,1726525155
429,shimanovsk,52.0,127.7,9.330000000000041,75,0,5.81,RU,1726525156
430,conceicao da barra,-18.5933,-39.7322,24.05000000000001,82,29,5.4,BR,1726524861
431,zaozersk,69.4005,32.4476,8.379999999999995,82,98,3.96,RU,1726525159
432,college,64.8569,-147.8028,8.370000000000005,85,100,4.12,US,1726525160
433,macapa,0.0389,-51.0664,30.99000000000001,70,20,5.14,BR,1726525161
434,rio grande,-32.035,-52.0986,14.150000000000034,83,0,3.36,BR,1726524919
435,bugene,-1.5911,31.1403,21.170000000000016,42,96,0.19,TZ,1726525163
436,vanino,49.0869,140.2543,13.980000000000018,59,63,1.58,RU,1726525164
437,kuala tungkal,-0.8167,103.4667,24.170000000000016,92,91,3.38,ID,1726525165
438,mata-utu,-13.2816,-176.1745,26.870000000000005,78,97,3.57,WF,1726525166
439,fatsa,41.0278,37.5014,18.53000000000003,88,35,2.58,TR,1726525167
440,prieska,-29.6641,22.7474,14.230000000000018,46,6,3.65,ZA,1726525168
441,polyarnyy,69.1989,33.4478,8.800000000000011,87,95,4.42,RU,1726525170
442,mafinga,-7.25,35.0667,22.03000000000003,47,1,3.34,TZ,1726525171
443,pumiao,22.75,108.4833,24.670000000000016,90,97,2.48,CN,1726525172
444,coahuayana de hidalgo,18.7,-103.6583,30.200000000000045,71,93,2.09,MX,1726525173
445,warrnambool,-38.3833,142.4833,9.660000000000025,81,100,5.47,AU,1726525174
446,cabinda,-5.55,12.2,23.379999999999995,87,36,2.71,AO,1726525175
447,bac lieu,9.285,105.7244,26.510000000000048,84,99,7.74,VN,1726525176
448,inhambane,-23.865,35.3833,23.24000000000001,94,3,2.57,MZ,1726524878
449,chu,43.5983,73.7614,16.840000000000032,34,64,5.51,KZ,1726525178
450,suva,-18.1416,178.4415,22.710000000000036,94,75,2.57,FJ,1726525179
451,cartagena del chaira,1.3349,-74.8429,30.439999999999998,59,90,2.02,CO,1726525181
452,novoishimskiy,53.1981,66.7694,5.640000000000043,66,1,2.87,KZ,1726525182
453,wewak,-3.5534,143.6268,26.900000000000034,87,71,3.76,PG,1726525183
454,ghormach,35.7306,63.7826,17.220000000000027,46,17,2.61,AF,1726525184
455,kourou,5.1552,-52.6478,26.720000000000027,82,3,4.92,GF,1726525185
456,sinabang,2.4803,96.3801,25.360000000000014,89,100,2.52,ID,1726525186
457,kayangel,8.0823,134.7173,28.33000000000004,83,100,9.99,PW,1726525187
458,parauapebas,-6.0675,-49.9022,28.99000000000001,65,0,0.0,BR,1726525188
459,zaragoza,41.6561,-0.8773,17.79000000000002,52,0,11.32,ES,1726525189
460,bir el hafey,34.9321,9.1932,20.950000000000045,44,4,4.82,TN,1726525191
461,selfoss,63.9331,-20.9971,11.140000000000043,97,100,9.93,IS,1726525192
462,fort st. john,56.2499,-120.8529,16.939999999999998,45,75,7.2,CA,1726525193
463,masuguru,-11.3667,38.4167,24.08000000000004,70,5,3.11,TZ,1726525194
464,hobyo,5.3505,48.5268,24.870000000000005,90,83,10.62,SO,1726525196
465,zouerate,22.7187,-12.4521,34.710000000000036,25,36,2.45,MR,1726524892
466,cuito,-12.3833,16.9333,20.04000000000002,42,4,3.03,AO,1726525198
467,port augusta,-32.5,137.7667,9.120000000000005,56,0,1.02,AU,1726525199
468,kingsford,-33.924,151.2275,14.879999999999995,61,20,4.63,AU,1726525201
469,rasulnagar,32.3285,73.7814,25.32000000000005,62,0,1.44,PK,1726525202
470,yerofey pavlovich,53.9667,121.9667,1.82000000000005,88,0,1.57,RU,1726525203
471,akureyri,65.6835,-18.0878,7.960000000000036,76,75,5.14,IS,1726525204
472,gaya,24.7833,85.0,25.140000000000043,90,100,7.08,IN,1726525205
473,pontianak,-0.0333,109.3333,24.99000000000001,100,20,1.54,ID,1726525207
474,taoudenni,22.6783,-3.9836,37.30000000000001,12,16,1.36,ML,1726525209
475,smithers,54.7804,-127.1743,13.180000000000007,82,100,1.03,CA,1726525202
476,rio gallegos,-51.6226,-69.2181,15.03000000000003,36,0,9.26,AR,1726525211
477,homer,59.6425,-151.5483,12.939999999999998,71,0,8.05,US,1726524927
478,trujillo,-8.116,-79.03,17.980000000000018,77,25,4.63,PE,1726524997
479,arrifes,37.7667,-25.7,22.140000000000043,64,20,2.57,PT,1726525214
480,ta'izz,13.5,44.0,24.390000000000043,47,100,1.97,YE,1726525215
481,vokhtoga,58.8147,41.0461,13.330000000000041,82,82,1.84,RU,1726525216
482,cooma,-36.2333,149.1333,5.53000000000003,73,61,1.03,AU,1726525217
483,kretinga,55.8758,21.2508,15.860000000000014,82,0,2.57,LT,1726525218
484,yicheng,31.3705,119.8703,26.33000000000004,94,100,4.1,CN,1726525220
485,kuandian,40.7286,124.7847,17.460000000000036,94,10,1.36,CN,1726525221
486,playa del ingles,27.7567,-15.5787,23.860000000000014,77,100,1.33,ES,1726525222
487,colonia,50.9333,6.95,17.75,83,40,2.57,DE,1726524872
488,macia,-25.0269,33.0989,22.140000000000043,94,39,3.5,MZ,1726525224
489,alegrete,-29.7831,-55.7919,15.439999999999998,71,0,3.63,BR,1726525225
490,tucurui,-3.7661,-49.6725,31.120000000000005,39,20,1.62,BR,1726525226
491,galliano,29.4422,-90.2992,30.0,70,75,3.09,US,1726525230
492,kapa'a,22.0752,-159.319,30.180000000000007,75,75,7.2,US,1726525231
493,recani,31.2846,-4.2688,27.680000000000007,36,22,3.52,MA,1726525232
494,fortuna,40.5982,-124.1573,17.970000000000027,72,0,6.17,US,1726525233
495,renchen,48.5833,8.0167,13.879999999999995,98,100,0.45,DE,1726525234
496,boa vista,2.8197,-60.6733,33.99000000000001,49,20,2.57,BR,1726525235
497,gushu,31.5598,118.4829,24.04000000000002,96,100,5.11,CN,1726525236
498,la passe,45.5549,-0.8967,15.180000000000007,71,17,4.93,FR,1726525237
499,ondjiva,-17.0667,15.7333,26.02000000000004,11,42,3.6,AO,1726525238
500,mokolo,10.7398,13.8019,22.220000000000027,84,73,1.57,CM,1726525240
501,el calafate,-50.3408,-72.2768,5.330000000000041,89,37,2.75,AR,1726525241
502,ust-kamenogorsk,49.9789,82.6103,-3.0399999999999636,93,0,1.0,KZ,1726525242
503,cromwell,41.5951,-72.6454,24.100000000000023,69,0,2.57,US,1726525243
504,shimoda,34.6667,138.95,25.590000000000032,86,45,0.76,JP,1726525244
505,campos dos goytacazes,-21.75,-41.3,24.03000000000003,83,0,2.06,BR,1726525245
506,pangody,65.85,74.4859,8.54000000000002,95,62,3.58,RU,1726525246
507,zambezi,-13.5432,23.1047,21.200000000000045,20,0,2.31,ZM,1726525247
508,gurupi,-11.7292,-49.0686,32.920000000000016,17,0,2.12,BR,1726525248
509,tamanrasset,22.785,5.5228,24.950000000000045,50,40,2.57,DZ,1726525250
510,kittila,67.6647,24.8936,10.340000000000032,93,40,4.63,FI,1726525251
511,shirgaon,19.7,72.7,26.129999999999995,78,41,1.99,IN,1726525254
512,katsuura,35.1333,140.3,26.28000000000003,84,73,1.46,JP,1726525255
513,tangalle,6.024,80.7911,26.78000000000003,82,79,5.26,LK,1726525256
514,jasper,37.2001,-94.3502,29.03000000000003,58,75,6.69,US,1726525257
515,misratah,32.3754,15.0925,25.04000000000002,57,2,3.83,LY,1726525258
516,cestos city,5.46,-9.5828,24.870000000000005,88,36,2.21,LR,1726525259
517,sequeira,40.5536,-7.2259,16.620000000000005,31,6,4.16,PT,1726525261
518,crane,31.3974,-102.3501,30.77000000000004,40,41,7.73,US,1726525262
519,nola,40.922,14.5329,20.03000000000003,70,99,1.69,IT,1726525263
520,teknaf,20.8624,92.3058,25.53000000000003,92,38,3.04,BD,1726525264
521,gilgit,35.9221,74.3087,19.850000000000023,38,78,2.4,PK,1726525265
522,mount gambier,-37.8333,140.7667,9.490000000000009,71,97,2.55,AU,1726525266
523,pansemal,21.65,74.7,21.55000000000001,90,90,2.22,IN,1726525267
524,turbat,26.0023,63.044,26.79000000000002,75,4,2.77,PK,1726525268
525,miyaly,48.8844,53.7836,15.640000000000043,40,0,6.29,KZ,1726525269
526,matai,-8.3,31.5167,17.180000000000007,34,5,1.18,TZ,1726525271
527,nueil-les-aubiers,46.9377,-0.5887,15.5,58,73,5.38,FR,1726525273
528,amboasary,-25.0333,46.3833,20.660000000000025,84,14,1.53,MG,1726525274
529,khedbrahma,24.0333,73.05,23.07000000000005,80,0,0.99,IN,1726525276
530,bardai,11.65,7.2333,22.910000000000025,86,70,2.68,NG,1726525147
531,porto novo,6.4965,2.6036,25.900000000000034,87,17,2.84,BJ,1726525278
532,daru,-9.0763,143.2092,24.560000000000002,90,100,8.85,PG,1726525280
533,tome acu,-2.4189,-48.1522,31.689999999999998,40,67,2.44,BR,1726525281
534,nsanje,-16.92,35.262,26.150000000000034,46,0,2.0,MW,1726525282
535,roma,43.2128,-75.4557,26.730000000000018,57,0,1.54,US,1726525283
536,copiapo,-27.3667,-70.3333,23.02000000000004,38,0,3.73,CL,1726525284
537,aqadyr,48.2553,72.8483,2.82000000000005,61,61,6.7,KZ,1726525285
538,lomza,53.1781,22.0593,18.090000000000032,57,39,1.79,PL,1726525286
539,sarmiento,-45.5882,-69.07,12.370000000000005,41,100,7.44,AR,1726525287
540,pierre,44.3683,-100.351,32.51000000000005,37,0,10.29,US,1726525237
541,ulsteinvik,62.3432,5.8487,13.75,80,100,2.68,NO,1726524713
542,nabire,-3.3667,135.4833,26.060000000000002,88,100,0.78,ID,1726525291
543,greymouth,-42.4667,171.2,7.020000000000039,83,100,2.34,NZ,1726525292
544,angra do heroismo,38.65,-27.2167,23.400000000000034,87,75,4.02,PT,1726525293
545,dvurechensk,56.5982,61.0953,1.2100000000000364,73,0,1.56,RU,1726525294
546,mossel bay,-34.1831,22.146,14.960000000000036,73,0,3.03,ZA,1726525295
547,hinton,53.4001,-117.5857,18.930000000000007,33,100,1.53,CA,1726525296
548,maasin,10.1336,124.8447,26.730000000000018,81,98,8.67,PH,1726525297
549,verdal,63.7933,11.4817,11.890000000000043,90,93,1.62,NO,1726525298
550,shingu,33.7333,135.9833,25.680000000000007,90,65,1.32,JP,1726525300
551,cannonvale,-20.2833,148.7,21.660000000000025,64,100,9.33,AU,1726525301
552,oyon,-10.6681,-76.7731,8.720000000000027,51,90,0.42,PE,1726525302
553,pennsville,39.6535,-75.5166,23.28000000000003,72,40,5.14,US,1726525303
554,at taj,24.2049,23.2857,29.850000000000023,35,22,5.64,LY,1726525304
555,petukhovo,55.0692,67.9019,5.810000000000002,74,8,1.43,RU,1726525305
556,vernon,50.2581,-119.2691,25.420000000000016,33,5,2.06,CA,1726525067
557,leua,48.2156,18.6071,11.340000000000032,93,92,2.24,SK,1726525307
558,manismata,-2.4667,111.0333,22.430000000000007,95,57,1.11,ID,1726525308
559,sao gabriel da cachoeira,-0.1303,-67.0892,30.57000000000005,55,38,0.8,BR,1726525310
560,korla,41.7597,86.1469,21.28000000000003,33,0,3.94,CN,1726525311
561,vytegra,61.0064,36.4481,13.850000000000023,89,16,0.96,RU,1726525312
562,caconda,-13.7333,15.0667,18.49000000000001,65,40,3.0,AO,1726525313
563,sao domingos do maranhao,-5.5758,-44.3853,30.590000000000032,31,6,1.38,BR,1726525314
564,maun,-19.9833,23.4167,27.980000000000018,21,0,4.12,BW,1726525315
565,darwin,-12.4611,130.8418,22.99000000000001,94,75,4.12,AU,1726525316
566,mwinilunga,-11.7358,24.4293,19.33000000000004,23,0,1.81,ZM,1726525317
567,primero de mayo,-32.2552,-58.4228,19.900000000000034,60,0,4.05,AR,1726525320
568,marshfield,44.6689,-90.1718,25.970000000000027,57,0,2.57,US,1726525321
569,zhuzhou,27.8333,113.15,22.80000000000001,87,98,2.69,CN,1726525322
570,brookings,44.3114,-96.7984,27.0,61,20,6.17,US,1726525323
571,rantauprapat,2.1,99.8333,22.74000000000001,91,100,1.12,ID,1726525324
572,puerto deseado,-47.7503,-65.8938,12.379999999999995,45,92,10.72,AR,1726525325
573,tobelo,1.7284,128.0095,26.870000000000005,69,100,2.37,ID,1726525326
574,trairi,-3.2778,-39.2689,25.140000000000043,81,1,5.45,BR,1726525329
575,saku,36.2167,138.4833,24.32000000000005,78,69,0.84,JP,1726525330
576,juticalpa,14.65,-86.2,31.58000000000004,60,18,0.88,HN,1726525331
577,eyl,7.9803,49.8164,25.82000000000005,79,18,9.63,SO,1726525332
578,callao,-12.0667,-77.15,19.840000000000032,77,100,4.12,PE,1726525333
579,sassandra,4.95,-6.0833,23.49000000000001,93,53,2.56,CI,1726525334
580,santana do matos,-5.9575,-36.6556,28.420000000000016,41,0,10.63,BR,1726525336
